,countyCode,County,State,county_state,Median_Value_of_Owner_Occupied_Units,vol_ins_rate
2249,47029,Cocke,TN,"Cocke County, TN",112900,55.7
2250,47031,Coffee,TN,"Coffee County, TN",141900,78.9
2251,47033,Crockett,TN,"Crockett County, TN",99600,136.4
2252,47035,Cumberland,TN,"Cumberland County, TN",153200,52.2
2253,47037,Davidson,TN,"Davidson County, TN",241700,66.5
2254,47039,Decatur,TN,"Decatur County, TN",98800,81.1
2255,47041,DeKalb,TN,"DeKalb County, TN",148600,74.0
2256,47043,Dickson,TN,"Dickson County, TN",164700,59.9
2257,47045,Dyer,TN,"Dyer County, TN",103800,79.4
2258,47047,Fayette,TN,"Fayette County, TN",206700,75.7
2259,47049,Fentress,TN,"Fentress County, TN",110400,113.1
2260,47051,Franklin,TN,"Franklin County, TN",139200,96.1
2261,47053,Gibson,TN,"Gibson County, TN",98600,53.0
2262,47055,Giles,TN,"Giles County, TN",129700,60.1
2263,47057,Grainger,TN,"Grainger County, TN",119100,82.4
2264,47059,Greene,TN,"Greene County, TN",122400,61.7
2265,47061,Grundy,TN,"Grundy County, TN",87200,94.6
2266,47063,Hamblen,TN,"Hamblen County, TN",137900,44.4
2267,47065,Hamilton,TN,"Hamilton County, TN",180900,86.3
2268,47067,Hancock,TN,"Hancock County, TN",102600,98.9
2269,47069,Hardeman,TN,"Hardeman County, TN",90200,69.9
2270,47071,Hardin,TN,"Hardin County, TN",124300,91.0
2271,47073,Hawkins,TN,"Hawkins County, TN",124100,82.4
2272,47075,Haywood,TN,"Haywood County, TN",100700,49.2
2273,47077,Henderson,TN,"Henderson County, TN",102000,89.5
2274,47079,Henry,TN,"Henry County, TN",103300,51.5
2275,47081,Hickman,TN,"Hickman County, TN",116200,84.8
2276,47083,Houston,TN,"Houston County, TN",103700,56.5
2277,47085,Humphreys,TN,"Humphreys County, TN",113800,56.2
2278,47087,Jackson,TN,"Jackson County, TN",126100,83.6
2279,47089,Jefferson,TN,"Jefferson County, TN",146300,93.8
2280,47091,Johnson,TN,"Johnson County, TN",133100,71.2
2281,47093,Knox,TN,"Knox County, TN",183200,82.2
2282,47095,Lake,TN,"Lake County, TN",81300,56.7
2283,47097,Lauderdale,TN,"Lauderdale County, TN",84100,62.4
2284,47099,Lawrence,TN,"Lawrence County, TN",112500,84.7
2285,47101,Lewis,TN,"Lewis County, TN",95600,105.3
2286,47103,Lincoln,TN,"Lincoln County, TN",135700,76.6
2287,47105,Loudon,TN,"Loudon County, TN",222500,77.5
2288,47107,McMinn,TN,"McMinn County, TN",133200,75.8
2289,47109,McNairy,TN,"McNairy County, TN",98100,104.1
2290,47111,Macon,TN,"Macon County, TN",115000,154.7
2291,47113,Madison,TN,"Madison County, TN",131500,92.4
2292,47115,Marion,TN,"Marion County, TN",125700,79.3
2293,47117,Marshall,TN,"Marshall County, TN",136400,86.3
2294,47119,Maury,TN,"Maury County, TN",184800,84.6
2295,47121,Meigs,TN,"Meigs County, TN",136600,97.0
2296,47123,Monroe,TN,"Monroe County, TN",133700,94.8
2297,47125,Montgomery,TN,"Montgomery County, TN",165800,65.4
2298,47127,Moore,TN,"Moore County, TN",187100,77.6
2299,47129,Morgan,TN,"Morgan County, TN",102000,72.4
2300,47131,Obion,TN,"Obion County, TN",91500,65.4
2301,47133,Overton,TN,"Overton County, TN",124900,59.9
2302,47135,Perry,TN,"Perry County, TN",88100,93.9
2303,47137,Pickett,TN,"Pickett County, TN",144400,53.2
2304,47139,Polk,TN,"Polk County, TN",112700,103.2
2305,47141,Putnam,TN,"Putnam County, TN",159600,70.6
2306,47143,Rhea,TN,"Rhea County, TN",122600,97.5
2307,47145,Roane,TN,"Roane County, TN",150300,85.5
2308,47147,Robertson,TN,"Robertson County, TN",194800,70.0
2309,47149,Rutherford,TN,"Rutherford County, TN",213200,59.4
2310,47151,Scott,TN,"Scott County, TN",99000,80.3
2311,47153,Sequatchie,TN,"Sequatchie County, TN",142500,55.5
2312,47155,Sevier,TN,"Sevier County, TN",175500,65.6
2313,47157,Shelby,TN,"Shelby County, TN",150400,83.6
2314,47159,Smith,TN,"Smith County, TN",146900,58.4
2315,47161,Stewart,TN,"Stewart County, TN",123100,67.2
2316,47163,Sullivan,TN,"Sullivan County, TN",141300,69.5
2317,47165,Sumner,TN,"Sumner County, TN",234200,69.3
2318,47167,Tipton,TN,"Tipton County, TN",150000,58.7
2319,47169,Trousdale,TN,"Trousdale County, TN",155700,70.3
2320,47171,Unicoi,TN,"Unicoi County, TN",129500,47.2
2321,47173,Union,TN,"Union County, TN",124700,99.7
2322,47175,Van Buren,TN,"Van Buren County, TN",98000,95.2
2323,47177,Warren,TN,"Warren County, TN",112500,55.9
2324,47179,Washington,TN,"Washington County, TN",163000,60.8
2325,47181,Wayne,TN,"Wayne County, TN",95200,77.9
2326,47183,Weakley,TN,"Weakley County, TN",97800,79.1
2327,47185,White,TN,"White County, TN",117000,77.0
2328,47187,Williamson,TN,"Williamson County, TN",449000,69.9
2329,47189,Wilson,TN,"Wilson County, TN",264600,79.9
2330,48001,Anderson,TX,"Anderson County, TX",101900,60.3
2331,48003,Andrews,TX,"Andrews County, TX",143900,114.8
2332,48005,Angelina,TX,"Angelina County, TX",107600,61.8
2333,48007,Aransas,TX,"Aransas County, TX",156800,67.3
2334,48009,Archer,TX,"Archer County, TX",146200,100.4
2335,48013,Atascosa,TX,"Atascosa County, TX",97900,81.7
2336,48015,Austin,TX,"Austin County, TX",196300,78.2
2337,48017,Bailey,TX,"Bailey County, TX",69700,32.0
2338,48019,Bandera,TX,"Bandera County, TX",174200,91.7
2339,48021,Bastrop,TX,"Bastrop County, TX",172000,97.8
2340,48023,Baylor,TX,"Baylor County, TX",62000,83.8
2341,48025,Bee,TX,"Bee County, TX",90600,78.3
2342,48027,Bell,TX,"Bell County, TX",147700,85.6
2343,48029,Bexar,TX,"Bexar County, TX",161800,76.3
2344,48031,Blanco,TX,"Blanco County, TX",246400,81.6
2345,48035,Bosque,TX,"Bosque County, TX",121700,88.6
2346,48037,Bowie,TX,"Bowie County, TX",119400,71.2
2347,48039,Brazoria,TX,"Brazoria County, TX",197700,53.2
2348,48041,Brazos,TX,"Brazos County, TX",201800,63.7
2349,48043,Brewster,TX,"Brewster County, TX",151400,86.3
2350,48047,Brooks,TX,"Brooks County, TX",67800,95.9
2351,48049,Brown,TX,"Brown County, TX",102500,85.1
2352,48051,Burleson,TX,"Burleson County, TX",121900,78.6
2353,48053,Burnet,TX,"Burnet County, TX",192000,80.9
2354,48055,Caldwell,TX,"Caldwell County, TX",144800,78.1
2355,48057,Calhoun,TX,"Calhoun County, TX",120200,75.5
2356,48059,Callahan,TX,"Callahan County, TX",94900,127.5
2357,48061,Cameron,TX,"Cameron County, TX",85800,79.8
2358,48063,Camp,TX,"Camp County, TX",101600,156.2
2359,48065,Carson,TX,"Carson County, TX",114300,77.0
2360,48067,Cass,TX,"Cass County, TX",87100,97.6
2361,48069,Castro,TX,"Castro County, TX",81900,77.0
2362,48071,Chambers,TX,"Chambers County, TX",200400,80.2
2363,48073,Cherokee,TX,"Cherokee County, TX",102900,103.1
2364,48077,Clay,TX,"Clay County, TX",101000,60.8
2365,48083,Coleman,TX,"Coleman County, TX",76500,103.1
2366,48085,Collin,TX,"Collin County, TX",315300,80.3
2367,48087,Collingsworth,TX,"Collingsworth County, TX",52200,30.0
2368,48089,Colorado,TX,"Colorado County, TX",124400,104.5
2369,48091,Comal,TX,"Comal County, TX",282300,71.5
2370,48093,Comanche,TX,"Comanche County, TX",105000,81.9
2371,48097,Cooke,TX,"Cooke County, TX",161100,53.0
2372,48099,Coryell,TX,"Coryell County, TX",114300,87.9
2373,48105,Crockett,TX,"Crockett County, TX",89600,94.5
2374,48107,Crosby,TX,"Crosby County, TX",60800,46.1
2375,48109,Culberson,TX,"Culberson County, TX",62400,9.1
2376,48111,Dallam,TX,"Dallam County, TX",89200,92.0
2377,48113,Dallas,TX,"Dallas County, TX",174900,61.5
2378,48115,Dawson,TX,"Dawson County, TX",73400,76.8
2379,48117,Deaf Smith,TX,"Deaf Smith County, TX",91100,183.2
2380,48121,Denton,TX,"Denton County, TX",277800,54.2
2381,48123,DeWitt,TX,"DeWitt County, TX",117100,83.4
2382,48127,Dimmit,TX,"Dimmit County, TX",72800,77.6
2383,48131,Duval,TX,"Duval County, TX",49400,108.9
2384,48133,Eastland,TX,"Eastland County, TX",73900,94.1
2385,48135,Ector,TX,"Ector County, TX",140500,80.6
2386,48139,Ellis,TX,"Ellis County, TX",191400,92.1
2387,48141,El Paso,TX,"El Paso County, TX",121500,67.1
2388,48143,Erath,TX,"Erath County, TX",159900,76.6
2389,48145,Falls,TX,"Falls County, TX",75300,199.7
2390,48147,Fannin,TX,"Fannin County, TX",123100,69.7
2391,48149,Fayette,TX,"Fayette County, TX",182100,96.0
2392,48153,Floyd,TX,"Floyd County, TX",64300,20.0
2393,48157,Fort Bend,TX,"Fort Bend County, TX",265900,71.4
2394,48159,Franklin,TX,"Franklin County, TX",126200,46.8
2395,48161,Freestone,TX,"Freestone County, TX",111800,77.2
2396,48163,Frio,TX,"Frio County, TX",82200,42.3
2397,48165,Gaines,TX,"Gaines County, TX",150900,47.1
2398,48167,Galveston,TX,"Galveston County, TX",199200,58.2
2399,48171,Gillespie,TX,"Gillespie County, TX",286900,65.2
2400,48175,Goliad,TX,"Goliad County, TX",137800,86.0
2401,48177,Gonzales,TX,"Gonzales County, TX",121300,71.1
2402,48179,Gray,TX,"Gray County, TX",77600,78.8
2403,48181,Grayson,TX,"Grayson County, TX",137400,77.4
2404,48183,Gregg,TX,"Gregg County, TX",136700,70.4
2405,48185,Grimes,TX,"Grimes County, TX",148500,89.1
2406,48187,Guadalupe,TX,"Guadalupe County, TX",196000,74.5
2407,48189,Hale,TX,"Hale County, TX",82700,79.4
2408,48191,Hall,TX,"Hall County, TX",52800,114.5
2409,48195,Hansford,TX,"Hansford County, TX",95300,125.4
2410,48199,Hardin,TX,"Hardin County, TX",124100,97.4
2411,48201,Harris,TX,"Harris County, TX",175700,72.7
2412,48203,Harrison,TX,"Harrison County, TX",130900,76.2
2413,48205,Hartley,TX,"Hartley County, TX",167200,115.5
2414,48207,Haskell,TX,"Haskell County, TX",53900,46.4
2415,48209,Hays,TX,"Hays County, TX",238700,64.9
2416,48213,Henderson,TX,"Henderson County, TX",108500,102.2
2417,48215,Hidalgo,TX,"Hidalgo County, TX",87100,85.0
2418,48217,Hill,TX,"Hill County, TX",103800,99.5
2419,48219,Hockley,TX,"Hockley County, TX",93600,85.8
2420,48221,Hood,TX,"Hood County, TX",193500,82.0
2421,48223,Hopkins,TX,"Hopkins County, TX",114900,94.8
2422,48225,Houston,TX,"Houston County, TX",100700,100.8
2423,48227,Howard,TX,"Howard County, TX",99000,78.8
2424,48229,Hudspeth,TX,"Hudspeth County, TX",50900,70.1
2425,48231,Hunt,TX,"Hunt County, TX",123300,105.2
2426,48233,Hutchinson,TX,"Hutchinson County, TX",78800,93.9
2427,48235,Irion,TX,"Irion County, TX",118300,50.8
2428,48237,Jack,TX,"Jack County, TX",86300,133.8
2429,48239,Jackson,TX,"Jackson County, TX",114000,92.2
2430,48241,Jasper,TX,"Jasper County, TX",100900,77.0
2431,48243,Jeff Davis,TX,"Jeff Davis County, TX",111900,103.7
2432,48245,Jefferson,TX,"Jefferson County, TX",112800,72.6
2433,48247,Jim Hogg,TX,"Jim Hogg County, TX",65000,124.2
2434,48249,Jim Wells,TX,"Jim Wells County, TX",76200,90.7
2435,48251,Johnson,TX,"Johnson County, TX",155400,65.4
2436,48253,Jones,TX,"Jones County, TX",82400,115.5
2437,48255,Karnes,TX,"Karnes County, TX",102300,94.8
2438,48257,Kaufman,TX,"Kaufman County, TX",178300,70.3
2439,48259,Kendall,TX,"Kendall County, TX",348500,75.8
2440,48265,Kerr,TX,"Kerr County, TX",180600,79.5
2441,48267,Kimble,TX,"Kimble County, TX",149700,74.2
2442,48271,Kinney,TX,"Kinney County, TX",68800,99.2
2443,48273,Kleberg,TX,"Kleberg County, TX",91900,56.5
2444,48275,Knox,TX,"Knox County, TX",45000,241.4
2445,48277,Lamar,TX,"Lamar County, TX",99100,59.2
2446,48279,Lamb,TX,"Lamb County, TX",65500,20.0
2447,48281,Lampasas,TX,"Lampasas County, TX",161600,65.2
2448,48283,La Salle,TX,"La Salle County, TX",82300,100.0
2449,48285,Lavaca,TX,"Lavaca County, TX",162400,83.8
2450,48287,Lee,TX,"Lee County, TX",138700,90.7
2451,48289,Leon,TX,"Leon County, TX",111000,85.7
2452,48291,Liberty,TX,"Liberty County, TX",111600,66.4
2453,48293,Limestone,TX,"Limestone County, TX",95400,86.0
2454,48295,Lipscomb,TX,"Lipscomb County, TX",100900,122.1
2455,48297,Live Oak,TX,"Live Oak County, TX",104100,79.3
2456,48299,Llano,TX,"Llano County, TX",194800,76.0
2457,48303,Lubbock,TX,"Lubbock County, TX",140600,71.1
2458,48305,Lynn,TX,"Lynn County, TX",84000,38.0
2459,48307,McCulloch,TX,"McCulloch County, TX",93700,144.6
2460,48309,McLennan,TX,"McLennan County, TX",142800,87.2
2461,48311,McMullen,TX,"McMullen County, TX",110900,166.0
2462,48313,Madison,TX,"Madison County, TX",113100,105.7
2463,48315,Marion,TX,"Marion County, TX",96500,81.5
2464,48317,Martin,TX,"Martin County, TX",148000,71.4
2465,48319,Mason,TX,"Mason County, TX",172800,59.0
2466,48321,Matagorda,TX,"Matagorda County, TX",114800,87.9
2467,48323,Maverick,TX,"Maverick County, TX",97900,86.1
2468,48325,Medina,TX,"Medina County, TX",137800,80.4
2469,48327,Menard,TX,"Menard County, TX",59300,89.1
2470,48329,Midland,TX,"Midland County, TX",213100,77.5
2471,48331,Milam,TX,"Milam County, TX",107400,88.8
2472,48335,Mitchell,TX,"Mitchell County, TX",69000,128.7
2473,48337,Montague,TX,"Montague County, TX",115400,105.3
2474,48339,Montgomery,TX,"Montgomery County, TX",235800,60.0
2475,48343,Morris,TX,"Morris County, TX",90400,65.5
2476,48347,Nacogdoches,TX,"Nacogdoches County, TX",130100,83.1
2477,48349,Navarro,TX,"Navarro County, TX",97600,94.6
2478,48351,Newton,TX,"Newton County, TX",81200,90.5
2479,48353,Nolan,TX,"Nolan County, TX",75500,100.7
2480,48355,Nueces,TX,"Nueces County, TX",138700,71.9
2481,48361,Orange,TX,"Orange County, TX",113500,73.9
2482,48363,Palo Pinto,TX,"Palo Pinto County, TX",107000,71.8
2483,48365,Panola,TX,"Panola County, TX",102200,153.3
2484,48367,Parker,TX,"Parker County, TX",214200,78.1
2485,48369,Parmer,TX,"Parmer County, TX",97600,10.0
2486,48371,Pecos,TX,"Pecos County, TX",87300,88.9
2487,48373,Polk,TX,"Polk County, TX",110200,98.4
2488,48375,Potter,TX,"Potter County, TX",92500,78.8
2489,48377,Presidio,TX,"Presidio County, TX",75100,91.0
2490,48379,Rains,TX,"Rains County, TX",127900,83.8
2491,48381,Randall,TX,"Randall County, TX",167800,71.5
2492,48385,Real,TX,"Real County, TX",113200,107.5
2493,48387,Red River,TX,"Red River County, TX",71100,21.0
2494,48389,Reeves,TX,"Reeves County, TX",64800,143.7
2495,48391,Refugio,TX,"Refugio County, TX",85600,97.3
2496,48395,Robertson,TX,"Robertson County, TX",108600,79.5
2497,48397,Rockwall,TX,"Rockwall County, TX",266200,78.9
2498,48399,Runnels,TX,"Runnels County, TX",81400,68.7
2499,48401,Rusk,TX,"Rusk County, TX",124900,69.5
2500,48403,Sabine,TX,"Sabine County, TX",116300,85.8
2501,48405,San Augustine,TX,"San Augustine County, TX",88000,79.2
2502,48407,San Jacinto,TX,"San Jacinto County, TX",114100,105.5
2503,48409,San Patricio,TX,"San Patricio County, TX",122100,96.9
2504,48411,San Saba,TX,"San Saba County, TX",109400,60.4
2505,48415,Scurry,TX,"Scurry County, TX",85500,165.1
2506,48417,Shackelford,TX,"Shackelford County, TX",91400,94.5
2507,48419,Shelby,TX,"Shelby County, TX",78100,80.2
2508,48423,Smith,TX,"Smith County, TX",158600,90.9
2509,48425,Somervell,TX,"Somervell County, TX",219000,79.3
2510,48427,Starr,TX,"Starr County, TX",71900,106.7
2511,48429,Stephens,TX,"Stephens County, TX",74300,75.5
2512,48435,Sutton,TX,"Sutton County, TX",91800,65.6
2513,48437,Swisher,TX,"Swisher County, TX",80600,58.1
2514,48439,Tarrant,TX,"Tarrant County, TX",188500,71.6
2515,48441,Taylor,TX,"Taylor County, TX",124500,78.8
2516,48443,Terrell,TX,"Terrell County, TX",76400,79.4
2517,48445,Terry,TX,"Terry County, TX",76500,198.3
2518,48449,Titus,TX,"Titus County, TX",105100,127.1
2519,48451,Tom Green,TX,"Tom Green County, TX",141500,75.9
2520,48453,Travis,TX,"Travis County, TX",324800,62.0
2521,48455,Trinity,TX,"Trinity County, TX",83700,71.6
2522,48457,Tyler,TX,"Tyler County, TX",88100,108.9
2523,48459,Upshur,TX,"Upshur County, TX",141200,111.2
2524,48463,Uvalde,TX,"Uvalde County, TX",89000,109.8
2525,48465,Val Verde,TX,"Val Verde County, TX",103400,80.6
2526,48467,Van Zandt,TX,"Van Zandt County, TX",132300,85.6
2527,48469,Victoria,TX,"Victoria County, TX",142800,83.2
2528,48471,Walker,TX,"Walker County, TX",152300,86.4
2529,48473,Waller,TX,"Waller County, TX",197400,85.4
2530,48475,Ward,TX,"Ward County, TX",86800,174.9
2531,48477,Washington,TX,"Washington County, TX",179100,81.5
2532,48479,Webb,TX,"Webb County, TX",125900,65.4
2533,48481,Wharton,TX,"Wharton County, TX",128100,74.1
2534,48483,Wheeler,TX,"Wheeler County, TX",84000,119.4
2535,48485,Wichita,TX,"Wichita County, TX",100000,97.0
2536,48487,Wilbarger,TX,"Wilbarger County, TX",68300,61.3
2537,48489,Willacy,TX,"Willacy County, TX",55300,120.9
2538,48491,Williamson,TX,"Williamson County, TX",262300,58.0
2539,48493,Wilson,TX,"Wilson County, TX",199600,73.7
2540,48497,Wise,TX,"Wise County, TX",170300,71.3
2541,48499,Wood,TX,"Wood County, TX",137500,81.9
2542,48501,Yoakum,TX,"Yoakum County, TX",116400,64.8
2543,48503,Young,TX,"Young County, TX",96800,69.1
2544,48505,Zapata,TX,"Zapata County, TX",77800,48.2
2545,48507,Zavala,TX,"Zavala County, TX",50000,101.7
2546,49003,Box Elder,UT,"Box Elder County, UT",203600,69.4
2547,49005,Cache,UT,"Cache County, UT",236500,79.5
2548,49007,Carbon,UT,"Carbon County, UT",140800,101.6
2549,49011,Davis,UT,"Davis County, UT",290300,60.5
2550,49015,Emery,UT,"Emery County, UT",140200,56.0
2551,49017,Garfield,UT,"Garfield County, UT",188900,98.1
2552,49019,Grand,UT,"Grand County, UT",247800,74.5
2553,49021,Iron,UT,"Iron County, UT",213600,45.5
2554,49023,Juab,UT,"Juab County, UT",223000,83.7
2555,49025,Kane,UT,"Kane County, UT",204900,109.1
2556,49027,Millard,UT,"Millard County, UT",155000,137.3
2557,49029,Morgan,UT,"Morgan County, UT",374800,80.5
2558,49031,Piute,UT,"Piute County, UT",179500,108.5
2559,49033,Rich,UT,"Rich County, UT",202500,81.0
2560,49035,Salt Lake,UT,"Salt Lake County, UT",305700,67.8
2561,49037,San Juan,UT,"San Juan County, UT",129700,137.1
2562,49039,Sanpete,UT,"Sanpete County, UT",189000,60.9
2563,49041,Sevier,UT,"Sevier County, UT",164800,68.3
2564,49043,Summit,UT,"Summit County, UT",641900,75.9
2565,49045,Tooele,UT,"Tooele County, UT",223400,38.3
2566,49047,Uintah,UT,"Uintah County, UT",197000,74.6
2567,49049,Utah,UT,"Utah County, UT",305500,74.1
2568,49051,Wasatch,UT,"Wasatch County, UT",419900,85.4
2569,49053,Washington,UT,"Washington County, UT",283800,74.8
2570,49057,Weber,UT,"Weber County, UT",220600,69.5
2571,50001,Addison,VT,"Addison County, VT",249700,60.9
2572,50003,Bennington,VT,"Bennington County, VT",207600,61.4
2573,50005,Caledonia,VT,"Caledonia County, VT",169500,58.0
2574,50007,Chittenden,VT,"Chittenden County, VT",297900,76.2
2575,50009,Essex,VT,"Essex County, VT",136600,88.4
2576,50011,Franklin,VT,"Franklin County, VT",216200,56.0
2577,50013,Grand Isle,VT,"Grand Isle County, VT",274800,73.6
2578,50015,Lamoille,VT,"Lamoille County, VT",225600,52.1
2579,50017,Orange,VT,"Orange County, VT",192700,67.0
2580,50019,Orleans,VT,"Orleans County, VT",162000,61.8
2581,50021,Rutland,VT,"Rutland County, VT",177400,48.3
2582,50023,Washington,VT,"Washington County, VT",226900,57.4
2583,50025,Windham,VT,"Windham County, VT",214200,68.7
2584,50027,Windsor,VT,"Windsor County, VT",224500,69.0
2585,51001,Accomack,VA,"Accomack County, VA",171800,74.2
2586,51003,Albemarle,VA,"Albemarle County, VA",356100,66.9
2587,51005,Alleghany,VA,"Alleghany County, VA",119700,77.8
2588,51007,Amelia,VA,"Amelia County, VA",201400,98.7
2589,51009,Amherst,VA,"Amherst County, VA",155600,100.5
2590,51011,Appomattox,VA,"Appomattox County, VA",158800,51.6
2591,51013,Arlington,VA,"Arlington County, VA",705400,59.8
2592,51015,Augusta,VA,"Augusta County, VA",214000,70.2
2593,51017,Bath,VA,"Bath County, VA",165300,62.4
2594,51019,Bedford,VA,"Bedford County, VA",201900,82.5
2595,51021,Bland,VA,"Bland County, VA",113200,57.6
2596,51023,Botetourt,VA,"Botetourt County, VA",227700,41.5
2597,51025,Brunswick,VA,"Brunswick County, VA",112200,98.8
2598,51027,Buchanan,VA,"Buchanan County, VA",72300,72.1
2599,51029,Buckingham,VA,"Buckingham County, VA",130300,68.8
2600,51031,Campbell,VA,"Campbell County, VA",157000,76.8
2601,51033,Caroline,VA,"Caroline County, VA",206000,51.0
2602,51035,Carroll,VA,"Carroll County, VA",112900,70.1
2603,51036,Charles City,VA,"Charles City County, VA",167900,86.7
2604,51041,Chesterfield,VA,"Chesterfield County, VA",241200,76.8
2605,51043,Clarke,VA,"Clarke County, VA",347200,58.0
2606,51045,Craig,VA,"Craig County, VA",165800,62.2
2607,51047,Culpeper,VA,"Culpeper County, VA",298900,68.7
2608,51049,Cumberland,VA,"Cumberland County, VA",146000,100.1
2609,51051,Dickenson,VA,"Dickenson County, VA",81000,88.8
2610,51053,Dinwiddie,VA,"Dinwiddie County, VA",168300,66.8
2611,51057,Essex,VA,"Essex County, VA",202800,85.0
2612,51059,Fairfax,VA,"Fairfax County, VA",563100,72.8
2613,51061,Fauquier,VA,"Fauquier County, VA",395500,51.1
2614,51063,Floyd,VA,"Floyd County, VA",170700,54.4
2615,51065,Fluvanna,VA,"Fluvanna County, VA",234700,74.4
2616,51067,Franklin,VA,"Franklin County, VA",178100,87.7
2617,51069,Frederick,VA,"Frederick County, VA",251200,84.7
2618,51071,Giles,VA,"Giles County, VA",123200,72.5
2619,51073,Gloucester,VA,"Gloucester County, VA",230000,64.9
2620,51075,Goochland,VA,"Goochland County, VA",375200,84.0
2621,51077,Grayson,VA,"Grayson County, VA",102900,66.1
2622,51079,Greene,VA,"Greene County, VA",236400,59.1
2623,51081,Greensville,VA,"Greensville County, VA",117700,117.4
2624,51083,Halifax,VA,"Halifax County, VA",116100,72.3
2625,51085,Hanover,VA,"Hanover County, VA",282900,78.4
2626,51087,Henrico,VA,"Henrico County, VA",242600,55.3
2627,51089,Henry,VA,"Henry County, VA",93900,91.5
2628,51091,Highland,VA,"Highland County, VA",173900,77.0
2629,51093,Isle of Wight,VA,"Isle of Wight County, VA",266800,57.4
2630,51095,James City,VA,"James City County, VA",340500,65.8
2631,51097,King and Queen,VA,"King and Queen County, VA",183200,94.6
2632,51099,King George,VA,"King George County, VA",307900,47.3
2633,51101,King William,VA,"King William County, VA",204300,75.4
2634,51103,Lancaster,VA,"Lancaster County, VA",257200,80.8
2635,51105,Lee,VA,"Lee County, VA",88100,69.6
2636,51107,Loudoun,VA,"Loudoun County, VA",508100,55.1
2637,51109,Louisa,VA,"Louisa County, VA",223100,108.3
2638,51111,Lunenburg,VA,"Lunenburg County, VA",119500,159.5
2639,51113,Madison,VA,"Madison County, VA",257900,69.4
2640,51115,Mathews,VA,"Mathews County, VA",226300,80.7
2641,51117,Mecklenburg,VA,"Mecklenburg County, VA",132600,94.4
2642,51119,Middlesex,VA,"Middlesex County, VA",261900,78.1
2643,51121,Montgomery,VA,"Montgomery County, VA",227100,51.6
2644,51125,Nelson,VA,"Nelson County, VA",235000,61.8
2645,51127,New Kent,VA,"New Kent County, VA",281100,87.9
2646,51131,Northampton,VA,"Northampton County, VA",176800,84.4
2647,51133,Northumberland,VA,"Northumberland County, VA",292600,82.2
2648,51135,Nottoway,VA,"Nottoway County, VA",151400,16.7
2649,51137,Orange,VA,"Orange County, VA",244400,87.9
2650,51139,Page,VA,"Page County, VA",169200,70.7
2651,51141,Patrick,VA,"Patrick County, VA",120000,90.8
2652,51143,Pittsylvania,VA,"Pittsylvania County, VA",123900,78.2
2653,51145,Powhatan,VA,"Powhatan County, VA",279200,99.6
2654,51147,Prince Edward,VA,"Prince Edward County, VA",159700,106.7
2655,51149,Prince George,VA,"Prince George County, VA",213300,79.4
2656,51153,Prince William,VA,"Prince William County, VA",382400,57.7
2657,51155,Pulaski,VA,"Pulaski County, VA",149500,67.2
2658,51157,Rappahannock,VA,"Rappahannock County, VA",377700,57.7
2659,51159,Richmond,VA,"Richmond County, VA",180300,78.1
2660,51161,Roanoke,VA,"Roanoke County, VA",199800,61.9
2661,51163,Rockbridge,VA,"Rockbridge County, VA",199600,60.9
2662,51165,Rockingham,VA,"Rockingham County, VA",211500,60.1
2663,51167,Russell,VA,"Russell County, VA",98000,67.1
2664,51169,Scott,VA,"Scott County, VA",94800,68.8
2665,51171,Shenandoah,VA,"Shenandoah County, VA",213200,73.9
2666,51173,Smyth,VA,"Smyth County, VA",95800,59.9
2667,51175,Southampton,VA,"Southampton County, VA",178500,82.8
2668,51177,Spotsylvania,VA,"Spotsylvania County, VA",284000,54.0
2669,51179,Stafford,VA,"Stafford County, VA",346100,67.9
2670,51181,Surry,VA,"Surry County, VA",197800,88.3
2671,51183,Sussex,VA,"Sussex County, VA",125800,81.8
2672,51185,Tazewell,VA,"Tazewell County, VA",99700,54.1
2673,51187,Warren,VA,"Warren County, VA",244800,67.1
2674,51191,Washington,VA,"Washington County, VA",151800,79.8
2675,51193,Westmoreland,VA,"Westmoreland County, VA",199100,64.2
2676,51195,Wise,VA,"Wise County, VA",85500,92.4
2677,51197,Wythe,VA,"Wythe County, VA",128400,61.4
2678,51199,York,VA,"York County, VA",327100,80.8
2679,51510,Alexandria city,VA,"Alexandria city County, VA",572900,84.1
2680,51520,Bristol city,VA,"Bristol city County, VA",111700,103.7
2681,51530,Buena Vista city,VA,"Buena Vista city County, VA",126600,59.5
2682,51540,Charlottesville city,VA,"Charlottesville city County, VA",299600,54.1
2683,51550,Chesapeake city,VA,"Chesapeake city County, VA",273700,74.6
2684,51570,Colonial Heights city,VA,"Colonial Heights city County, VA",171700,71.9
2685,51580,Covington city,VA,"Covington city County, VA",72900,91.4
2686,51590,Danville city,VA,"Danville city County, VA",90500,47.4
2687,51595,Emporia city,VA,"Emporia city County, VA",116800,74.4
2688,51600,Fairfax city,VA,"Fairfax city County, VA",560400,47.0
2689,51610,Falls Church city,VA,"Falls Church city County, VA",789300,65.6
2690,51620,Franklin city,VA,"Franklin city County, VA",164100,75.9
2691,51630,Fredericksburg city,VA,"Fredericksburg city County, VA",367200,67.1
2692,51650,Hampton city,VA,"Hampton city County, VA",186700,73.7
2693,51660,Harrisonburg city,VA,"Harrisonburg city County, VA",203600,52.4
2694,51670,Hopewell city,VA,"Hopewell city County, VA",122900,63.0
2695,51678,Lexington city,VA,"Lexington city County, VA",235700,83.7
